Nof commentators,Average Comments/commentators,Average length of comment (in words),Median length of comment (in words),Nof comments positive,Nof comments neutral,Nof comments negative,Tendency to positive comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to positive comments,Tendency to neutral comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to neutral comments,Tendency to negative comments (all main_reactions +/- added together and then divided by total reactions),# Reactions to negative comments
1552,1.3756443298969072,124.33395784543326,91,146,789,1198,0.0334839371344624,2360,0.2252958948914821,20502,0.10000831554730161,13186
Text,Sentiment,main reaction amount,reaction amount,reactions,author
@Schweizer in Germanien und verschon uns,['neutral'],GENAU,130,157
@Lääser  Bin seit 4 Jahren zurück. Für die Zeit in Deutschland erhalte ich später die entsprechende deutsche Rente. Dazu die Betriebsrente des damaligen deutschen Arbeitgebers. AHV freiwillig in der Zeit weiterbezahlt. Sowie private Versicherung.,['neutral'],SO NICHT,80,142
@Schweizer Ich verstehe dass sie wieder hierher kommen wollen. Wer bezahlt schon gerne 30% Steuern.,['neutral'],GENAU,13,13
BGI Nein Abstimmer sollte bis zu ihrer obligatorischen Ausreise ohne wiederkehr einen EU Sternen Aufnäher zur Kennzeichnung auf ihrer Kleidung tragen.,['neutral'],jetzt bewerten,0,0
Ignazio Cassis sie haben schon gemerkt dass heute nicht der 1. April ist?,['neutral'],jetzt bewerten,0,0
@Rentner Rentner zählen nicht mehr. was soll das,['negative'],SO NICHT,66,79
Ich bin sozial meinen Kindern und ihren Kollegen gegenüber. Sie haben sich eine gute Zukunft verdient. Darum ja zur BGI.,['neutral'],jetzt bewerten,0,0
Hört auf mit der Globalisierung man hat ja gesehen wo das hin führt.,['negative'],jetzt bewerten,0,0
@Niki445 Oh das ist nur die eine Seite der Medaille. Was die Menschen angeht haben sie recht. Die andere Seite sind die Profite welche die Wirtschaft durch die Billiglohnarbeiter erwirtschaftet. Das wollen die nicht mehr hergeben. BGI да,['negative'],GENAU,115,125
Ich warte auf Arbeit bin 54 von welcher Wirtschaft profitieren diese Menschen in der CH von garnichts so viel zum Thema. Die Lobbyisten haben Angst ist auch verständlich!!,['negative'],jetzt bewerten,0,0
@Moreno wenn man 50+ ist kann man... Hört die Globalisierung auf wird die Wirtschaft wieder anders aussehen,['neutral'],GENAU,60,62
Oder Geld...,['negative'],jetzt bewerten,0,0
Profunde klare und faktische Antworten von Herrn Bundesrat Cassis. Auf dieser Ebene wünscht man sich sachliche Diskussionen.,['neutral'],jetzt bewerten,0,0
@Steffi - Liebe Steffi es kling alles so vernünftig und logisch was er sagt. Leider steckt noch einiges mehr dahinter. Dinge die nicht gesagt werden. Dinge die völlig ignoriert werden. Ein System das nur auf Wachstum basiert wird früher oder später zum Eklat. Aber das betrifft ja dann die jungen was solls... Der Egoismus und sie Selbstüberschätzung ist riesig!!,['negative'],GENAU,142,162
@Steffi Viel gelabert und nichts gesagt. Kennt man ja.,['negative'],GENAU,13,13
Ja zur BGI weil ja zum Naturschutz!,['neutral'],jetzt bewerten,0,0
«In die Schweiz kommt nur wer einen Job hat» Schön gesagt. Es gibt trotzdem Fälle wo relativ rasch Sozialhilfe bezogen wird. Beispiele. Jemand hat einen Vertrag für einen Teilzeit- Minijob der Lohn reicht nicht dann gibt Sozialhilfe. Oder die Person wird bald wieder entlassen das gibt Arbeitslosenunterstützung. Denn wer einen gültigen EU-Pass und einen Arbeitsvertrag hat bekommt gemäss PFZ eine Aufenthaltsbewilligung für 5 Jahre. Ich würde es schön finden wenn wenigsten die Bundesräte ganz ehrlich wären vor Abstimmungen. Die ganze Wahrheit ist für mich auch nichts verschweigen.,['neutral'],jetzt bewerten,0,0
@informierter Senior. Vuele verwechseln dies mit dem Asylwesen. Das ist eine andere Schiene.,['neutral'],QUATSCH,107,132
Mein Schatzi wurde genau mit 50 nach 24 Jahren bei einer Bank entlassen und durch eine wesentlich billigere Ausländerin ersetzt. Und er ist einer von vielen 50+ dem es so eega gen ist. Mein Herz schlägt normalerweise ziemlich links aber ich erhoffe mir dass mit meinem JA der Bundesrat gezwungen wird gegen diese himmelschreiende Ungerechtigkeit etwas zu unternehmen.,['neutral'],jetzt bewerten,0,0
@Morti viel Berufserfahrung nicht = automatisch gut. Oftmals sind diejenigen die am längstem im Betrieb sind genau die die nicht in Bewegung bleiben und sich nicht weiterbilden. Überfordert mit neuen und zusätzlichen Aufgaben etc,['negative'],QUATSCH,145,200
Cassis Zältli hani gärn. Im Vorstellungsgespräch können sich die Deutschen gut verkaufen....aber dann mehr Luft als Fakten. Bei uns hat sich einer mit gefälschten Zeugnisse beworben.,['neutral'],jetzt bewerten,0,0
Und es kommen auch die Scheinselbständigen aus dem Ostblock oder die Sububternehmer die zu 20 in einer Baracle hsusen für 8.- pro Stunde arbeiten. Die flankierenden Massnahmen wurden auch nie durchgesetzt. Dass der Laklei Cassis mut der EU auf Kuschelkurs ist ebenso wie Markwalder und Sommmaruga ist ja bekannt.,['neutral'],jetzt bewerten,0,0
Wer 5 monate arbeitet hat schon recht auf steuerzahler-hilfe neeeee kann nicht sein oder !,['negative'],jetzt bewerten,0,0
@Ja BGI doch es ist so,['neutral'],GENAU,110,114
@Ja BGI Richtig 5 Monate arbeiten und dann 400 Taggeld kassieren.,['neutral'],GENAU,109,114
Ich sehe so viele Autos mit Kennzeichen aus dem Süden und Osten tagtäglich herumkurven. Die können in der momentanen Lage nicht alle einen Job haben. (Ich weiss einige haben vielleicht das Kontrollschild noch nicht gewechselt). Trotzdem es sind zuviele!!!!,['negative'],jetzt bewerten,0,0
@Sola Dein Kommentar zeigt wunderbar worum es vielen Befürwortern der BGI geht Ums Prinzip! Weil Du also viele ausländische Autokennzeichen gesehen hast findet Du es hätte zu viele EU-Bürger in der Schweiz? Ernsthaft? Warum kommen von Eurer Seite nicht einmal stichhaltige z.B. mit (korrekten nicht von einer Partei erfundenen) Zahlen belegte Argumente gegen die PFZ? Dann könnte man wenigstens eine sachliche Diskussion führen.,['negative'],QUATSCH,142,193
@Christoph S. da brauch ich keine Zahlen. Da reicht eine Fahrt mit öv oder Auto von Genf nach Winterthur. Täglich von 0615 bis 0900 sowie ab 1445 bis 1900. Es gäbe noch viele andere Argumente. Die Quittung kommt hoffentlich diesmal.,['neutral'],GENAU,110,128
@Christoph S. die Schweiz hat ohne die Grenzgänger 2019 einen Ausländeranteil von 25.3% Deutschland knapp über 10% Luxemburg hat am meisten 47% Dazu kommt dass die Schweiz dicht besiedelt ein grosser Teil der Fläche die Berge sind nicht bewohnbar. Das sind für mich Fakten für die sachliche Diskussion die für die BGI sprechen. Ich habe auf dem Bildschirm 2 Statistiken eine aus der Schweiz die andere aus der EU.,['neutral'],GENAU,135,155
Ein ja zur BGI weil faire Neuverhandlungen mit der EU dringend nötig sind. Es wäre nur gerecht für die Schweiz. Wir haben zudem die Infrastruktur nicht für eine zehn oder noch mehr Millionenschweiz. Auch bin ich dafür dass Schweizerjobs in erster Linie für Schweizer und Schweizerinnen sein sollen!,['neutral'],jetzt bewerten,0,0
Herr Cassis als Tessiner sollten Sie die Situation von ihren Wählern besser kennen. Was ist IHRE Motivation dies so zu sagen?,['neutral'],jetzt bewerten,0,0
Selten so etwas verdrehtes gehört. EU Bürger bezahlen mehr Beiträge an die Sozialversicherungen als sie beziehen. Das stimmt vielleicht heute weil sie noch nicht pensioniert sind. Spätestens wenn sue ihre AHV beziehen werden sie zur Belastung des Sozialwerks und beziehen mehr als sie einbezahlt haben. Denn viele EU Bürger arbeiten im tiefen oder mittleren Lohnbereich.,['negative'],jetzt bewerten,0,0
@Daniel Bucher AHV bezieht man nicht aus der Sozialversicherung. Und man bezieht auch nur entsprechend der Beitragszahlung. Was soll also dieser Kommentar Stimmungsmache?,['negative'],SO NICHT,62,128
@Rolf ähm AHV ist eine Sozialversicherung..,['neutral'],GENAU,73,80
@ig Kontext lieber IG Kontext.,['negative'],SO NICHT,19,28
Stimmt für ja dann kann man die Globalisierung ein wenig stoppen.,['positive'],jetzt bewerten,0,0
Ich fordere vom Bundesrat eine Antwort bezüglich abstimmen wenn man in Quarantäne ist. Bin in Quarantäne und kann somit nicht abstimmen da die Quarantäne am Abstimmungstag endet aber man muss das Couvert vorher einwerfen.,['neutral'],jetzt bewerten,0,0
@schweizer voilà Ihre Antwort Wenden Sie sich an die politische Gemeinde in der Sie stimmberechtigt sind. Allenfalls kann organisiert werden dass Jemand bei Ihnen vorbei kommt und Ihr Couvert abholt. Allenfalls haben Sie auch Bekannte oder Nachbarn das wäre vielleicht praktischer.,['neutral'],GENAU,64,66
@schweizer ist doch umwichtig ob sie abstimmen.,['neutral'],SO NICHT,59,70
@schweizer du kannst das Couvert ja den Nacharn geben damit sie es für dich einwerfen. Oder einen Freund bitten das Couvert abzuholen der es dann einwirft. Etwas Kreativität ist gefragt lieber Schweizer. Und hier muss der BR bestimmt nicht handeln. Oder willst du auch eine Antwort was du tun sollst wenn deine Schnürsenkel offen sind?,['neutral'],LOVE IT,38,49
Für mich und meine zuhausis ist klar immer das Gegenteil der Svp Empfehlung stimmen! Keiner meiner zuhausis mag die svp.,['negative'],jetzt bewerten,0,0
Deshalb können alle aus der EU 90Tagepro Jahr ohne Bewilligung in die Schweiz kommen auf Campingplätzen oder bei BekanntenVerwandten wohnen und einen Job suchen und annehmen.,['neutral'],jetzt bewerten,0,0
Die BGI verlangt eine Neuverhandlung der PFZ. Kündigen muss man diese nur wenn nicht neu verhandelt werden kann. Wenn mit einem gekündigten Vertrag 6 weitere wegfallen ist dieses Konstrukt sowieso fehlerhaft und gehört korrigiert! BGI Ja!,['neutral'],jetzt bewerten,0,0
Ja klar und der Papst wird Präsident der Vereinigten Staaten.,['neutral'],jetzt bewerten,0,0
In Kanada war und ist es so. In Australien New Zeland ect. Wieso können wir das Modell nicht in der Schweiz einführen?,['neutral'],jetzt bewerten,0,0
@Trish Die Schweiz ist Insel oder Halbinsel das wusste ich nicht,['negative'],UNNÖTIG,41,78
Wir sollten eine schwarze Liste der Unternehmen führen welche sich faul am EU-Arbeitermarkt bedienen und selbst aber von der schweizerischen Infrastruktur profitieren.,['neutral'],jetzt bewerten,0,0
@Liste her Da würden Sie aber staunenwieviele SVP-Firmen auf Ihrer Liste stehen.,['neutral'],QUATSCH,63,95
Viele haben einen gefakten Arbeitsvertrag. Bei einem Landsmann gegen Geld erworben. Nach ein paar Monaten kommt die Kündigung. Und schon kann man in der CH bleiben Sozialgelder bekommen oder einfach untertauchen.,['negative'],jetzt bewerten,0,0
@Klaus schon Mal bei der RAV gewesen ? Nach ein paar Monaten Sozialgelder bekommen ? Wirklich ? ? Das funktioniert gar nicht so.,['negative'],QUATSCH,64,87
@Klaus Erst nach zwölf Monate ununterbrochen Arbeit steht einen Arbeitslosengeld zu. Das du das nicht weisst ist erschreckend,['neutral'],QUATSCH,42,67
@Nope Auf dem RAV gibt es au Arbeitslosengeld und nicht Sozialhilfe..Sozialhilfe sehrt jedem ab Tag 1 zu..,['neutral'],GENAU,57,62
@Scala Mich erschreckt eher der Gedanke dass du nicht weisst dass RAV keine Sozialgelder sind..,['neutral'],SO NICHT,17,27
@Scala Vorangehende Arbeitstätigkeit in der EU wird in diese 12 Mte. mit angerechnet um ALE zu erhalten. Also es ist wirklich wahr dass Menschen nur mit einigen Tagen Arbeitstätigkeit ins Sozialsystem kommen. Da hat die SVP erstaunlicherweise wirklich die Wahrheit erzählt.,['neutral'],GENAU,85,92
Bei der PFZ gelogen. MEI nicht umgesetzt. Ventilklausel ignoriert. BGI JA,['negative'],jetzt bewerten,0,0
Das es in Bern gut geht mit Wohlstand ist wohl klar $$$. Von mir aus geht es seit den 90er nur noch bergab. Damals war es richtig schön.,['negative'],jetzt bewerten,0,0
@Sichtweise - Und Bern ist eh nur ein Nehmer- und kein Geberkanton im Finanzausgleich. Sehr bedenklich.,['neutral'],GENAU,62,71
sieht das Wahlbarometer schitter aus für die BGI Befürworter.,['neutral'],jetzt bewerten,0,0
@Leider uns die Medien anlügen,['neutral'],GENAU,39,63
Mit 57 von einer Versicherung und nach 35 Dienstjahren durch 2 Deutsche ersetzt. HR Frau ist eine Deutsche! BGI JA!,['neutral'],jetzt bewerten,0,0
